codigo_1,codigo_2,tipo_plagio
dataset/par-19-a-bfs-matriz.py,dataset/par-19-b-bfs-matriz.py,2
dataset/par-19-a-bfs-matriz.py,dataset/par-19-c-bfs-matriz.py,4
dataset/par-19-b-bfs-matriz.py,dataset/par-19-c-bfs-matriz.py,4
dataset/par-19-b-bfs-matriz.py,dataset/par-19-d-bfs-matriz.py,1
dataset/par-19-d-bfs-matriz.py,dataset/par-19-a-bfs-matriz.py,1
dataset/par-19-a-bfs-matriz.py,dataset/par-19-d-bfs-matriz.py,4
dataset/par-20-a-circunscrita.py,dataset/par-20-b-circunscrita.py,2
dataset/par-8-a-knapsack-pesos.py,dataset/par-8-c-knapsack-pesos.py,2
dataset/par-8-a-knapsack-pesos.py,dataset/par-8-d-knapsack-pesos.py,1
dataset/par-17-d-number-theory.py,dataset/par-17-b-number-theory.py,2
dataset/par-17-a-number-theory.py,dataset/par-17-e-number-theory.py,2
dataset/par-10-a-bubble-sort.py,dataset/par-10-c-bubble-sort.py,2
dataset/par-10-a-bubble-sort.py,dataset/par-10-d-bubble-sort.py,3
dataset/par-10-a-bubble-sort.py,dataset/par-10-e-insertion-sort.py,4
dataset/par-17-d-number-theory.py,dataset/par-11-c-task-manager-clases.py,2
dataset/par-11-a-task-manager-clases.py,dataset/par-11-d-task-manager-clases.py,3
dataset/par-11-a-task-manager-clases.py,dataset/par-11-e-task-manager-clases.py,4
dataset/par-12-a-csv-analyzer.py,dataset/par-12-b-csv-analyzer.py,1
dataset/par-12-a-csv-analyzer.py,dataset/par-12-c-csv-analyzer.py,2
dataset/par-12-a-csv-analyzer.py,dataset/par-12-d-csv-analyzer.py,3
dataset/par-12-a-csv-analyzer.py,dataset/par-12-e-csv-analyzer.py,4
dataset/par-13-a-guessing-game.py,dataset/par-13-b-guessing-game.py,1
dataset/par-13-a-guessing-game.py,dataset/par-13-c-guessing-game.py,2
dataset/par-13-a-guessing-game.py,dataset/par-13-d-guessing-game.py,3
dataset/par-13-a-guessing-game.py,dataset/par-13-e-guessing-game.py,4
dataset/par-14-a-unit-converter.py,dataset/par-14-b-unit-converter.py,1
dataset/par-14-a-unit-converter.py,dataset/par-14-c-unit-converter.py,2
dataset/par-14-a-unit-converter.py,dataset/par-14-d-unit-converter.py,3
dataset/par-14-a-unit-converter.py,dataset/par-14-e-unit-converter.py,4
dataset/par-41-a-primos-hasta-n.py,dataset/par-41-b-primos-hasta-n.py,1
dataset/par-41-a-primos-hasta-n.py,dataset/par-41-c-primos-hasta-n.py,2
dataset/par-41-a-primos-hasta-n.py,dataset/par-41-d-primos-hasta-n.py,3
dataset/par-41-a-primos-hasta-n.py,dataset/par-41-e-primos-hasta-n.py,4
dataset/par-42-a-grundy-numbers.py,dataset/par-42-b-grundy-numbers.py,1
dataset/par-42-a-grundy-numbers.py,dataset/par-42-c-grundy-numbers.py,2
dataset/par-42-a-grundy-numbers.py,dataset/par-42-d-grundy-numbers.py,3
dataset/par-42-a-grundy-numbers.py,dataset/par-42-e-grundy-numbers.py,4
dataset/par-43-a-calculadora-avanzada.py,dataset/par-43-b-calculadora-avanzada.py,1
dataset/par-43-a-calculadora-avanzada.py,dataset/par-43-c-calculadora-avanzada.py,2
dataset/par-43-a-calculadora-avanzada.py,dataset/par-43-d-calculadora-avanzada.py,3
dataset/par-43-a-calculadora-avanzada.py,dataset/par-43-e-calculadora-avanzada.py,4
dataset/par-44-a-busqueda-binaria-animada.py,dataset/par-44-b-busqueda-binaria-animada.py,1
dataset/par-44-a-busqueda-binaria-animada.py,dataset/par-44-c-busqueda-binaria-animada.py,2
dataset/par-44-a-busqueda-binaria-animada.py,dataset/par-44-d-busqueda-binaria-animada.py,3
dataset/par-44-a-busqueda-binaria-animada.py,dataset/par-44-e-busqueda-binaria-animada.py,4
dataset/par-45-a-analizador-palabras.py,dataset/par-45-b-analizador-palabras.py,1
dataset/par-45-a-analizador-palabras.py,dataset/par-45-c-analizador-palabras.py,2
dataset/par-45-a-analizador-palabras.py,dataset/par-45-d-analizador-palabras.py,3
dataset/par-45-a-analizador-palabras.py,dataset/par-45-e-analizador-palabras.py,4
dataset/par-21-a-Aestrella.py,dataset/par-21-b-Aestrella.py,1
dataset/par-21-c-Aestrella.py,dataset/par-21-d-Aestrella.py,3
dataset/par-21-a-Aestrella.py,dataset/par-21-e-Aestrella.py,4
dataset/par-22-a-Greedy.py,dataset/par-22-b-Greedy.py,1
dataset/par-22-c-Greedy.py,dataset/par-22-d-Greedy.py,3
dataset/par-22-a-Greedy.py,dataset/par-22-e-Greedy.py,4
dataset/par-23-a-Avara.py,dataset/par-23-b-Avara.py,1
dataset/par-23-c-Avara.py,dataset/par-23-d-Avara.py,3
dataset/par-23-a-Avara.py,dataset/par-23-e-Avara.py,4
dataset/par-24-a-IDA.py,dataset/par-24-b-IDA.py,1
dataset/par-24-c-IDA.py,dataset/par-24-d-IDA.py,3
dataset/par-24-a-IDA.py,dataset/par-24-e-IDA.py,4
dataset/par-25-a-RBFS.py,dataset/par-25-b-RBFS.py,1
dataset/par-25-c-RBFS.py,dataset/par-25-d-RBFS.py,3
dataset/par-25-a-RBFS.py,dataset/par-25-e-RBFS.py,4
dataset/par-26-a-SMAestrella.py,dataset/par-26-b-SMAestrella.py,1
dataset/par-26-c-SMAestrella.py,dataset/par-26-d-SMAestrella.py,3
dataset/par-26-a-SMAestrella.py,dataset/par-26-e-SMAestrella.py,4
dataset/par-27-a-Mergesort.py,dataset/par-27-b-Mergesort.py,1
dataset/par-27-c-Mergesort.py,dataset/par-27-d-Mergesort.py,3
dataset/par-27-a-Mergesort.py,dataset/par-27-e-Mergesort.py,4
dataset/par-28-a-Heapsort.py,dataset/par-28-b-Heapsort.py,1
dataset/par-28-c-Heapsort.py,dataset/par-28-d-Heapsort.py,3
dataset/par-28-a-Heapsort.py,dataset/par-28-e-Heapsort.py,4
dataset/par-29-a-Treesort.py,dataset/par-29-b-Treesort.py,1
dataset/par-29-c-Treesort.py,dataset/par-29-d-Treesort.py,3
dataset/par-30-a-Shellsort.py,dataset/par-30-b-Shellsort.py,1
dataset/par-30-c-Shellsort.py,dataset/par-30-d-Shellsort.py,3
dataset/par-30-a-Shellsort.py,dataset/par-30-e-Shellsort.py,4
dataset/par-31-a-Countingsort.py,dataset/par-31-b-Countingsort.py,2
dataset/par-32-a-Radixsort.py,dataset/par-32-b-Radixsort.py,2
dataset/par-32-a-Radixsort.py,dataset/par-32-e-Radixsort.py,4
dataset/par-33-a-Flashsort.py,dataset/par-33-b-Flashsort.py,2
dataset/par-34-a-Adaptive.py,dataset/par-34-b-Adaptive.py,2
dataset/par-35-a-Bitonicsort.py,dataset/par-35-b-Bitonicsort.py,2
dataset/par-36-a-Parallel.py,dataset/par-36-b-Parallel.py,2
dataset/par-37-a-Samplesort.py,dataset/par-37-b-Samplesort.py,2
dataset/par-38-a-Ternary.py,dataset/par-38-b-Ternary.py,2
dataset/par-39-a-Exponential.py,dataset/par-39-b-Exponential.py,2
dataset/par-40-a-Interpolation.py,dataset/par-40-b-Interpolation.py,2
Dataset_1/tarea_1/original/decimal_converter_1.py,Dataset_1/tarea_1/tipo1/decimal_converter_1_tipo1.py,1
Dataset_1/tarea_1/original/decimal_converter_2.py,Dataset_1/tarea_1/tipo1/decimal_converter_2_tipo1.py,1
Dataset_1/tarea_1/original/decimal_converter_3.py,Dataset_1/tarea_1/tipo1/decimal_converter_3_tipo1.py,1
Dataset_1/tarea_1/original/decimal_converter_1.py,Dataset_1/tarea_1/tipo2/decimal_converter_1_tipo2.py,2
Dataset_1/tarea_1/original/decimal_converter_2.py,Dataset_1/tarea_1/tipo2/decimal_converter_2_tipo2.py,2
Dataset_1/tarea_1/original/decimal_converter_3.py,Dataset_1/tarea_1/tipo2/decimal_converter_3_tipo2.py,2
Dataset_1/tarea_1/original/decimal_converter_1.py,Dataset_1/tarea_1/tipo3/decimal_converter_1_tipo3.py,3
Dataset_1/tarea_1/original/decimal_converter_2.py,Dataset_1/tarea_1/tipo3/decimal_converter_2_tipo3.py,3
Dataset_1/tarea_1/original/decimal_converter_3.py,Dataset_1/tarea_1/tipo3/decimal_converter_3_tipo3.py,3
Dataset_1/tarea_10/original/cesar_1.py,Dataset_1/tarea_10/tipo2/cesar_1_tipo2.py,2
Dataset_1/tarea_10/original/cesar_2.py,Dataset_1/tarea_10/tipo2/cesar_2_tipo2.py,2
Dataset_1/tarea_10/original/cesar_3.py,Dataset_1/tarea_10/tipo2/cesar_3_tipo2.py,2
Dataset_1/tarea_10/original/cesar_1.py,Dataset_1/tarea_10/tipo3/cesar_1_tipo3.py,3
Dataset_1/tarea_10/original/cesar_2.py,Dataset_1/tarea_10/tipo3/cesar_2_tipo3.py,3
Dataset_1/tarea_10/original/cesar_3.py,Dataset_1/tarea_10/tipo3/cesar_3_tipo3.py,3
Dataset_1/tarea_11/original/cesar_1.py,Dataset_1/tarea_11/tipo2/cesar_1_tipo2.py,2
Dataset_1/tarea_11/original/cesar_2.py,Dataset_1/tarea_11/tipo2/cesar_2_tipo2.py,2
Dataset_1/tarea_11/original/cesar_3.py,Dataset_1/tarea_11/tipo2/cesar_3_tipo2.py,2
Dataset_1/tarea_11/original/cesar_1.py,Dataset_1/tarea_11/tipo3/cesar_1_tipo3.py,3
Dataset_1/tarea_11/original/cesar_2.py,Dataset_1/tarea_11/tipo3/cesar_2_tipo3.py,3
Dataset_1/tarea_11/original/cesar_3.py,Dataset_1/tarea_11/tipo3/cesar_3_tipo3.py,3
Dataset_1/tarea_12/original/cesar_1.py,Dataset_1/tarea_12/tipo2/cesar_1_tipo2.py,2
Dataset_1/tarea_12/original/cesar_2.py,Dataset_1/tarea_12/tipo2/cesar_2_tipo2.py,2
Dataset_1/tarea_12/original/cesar_3.py,Dataset_1/tarea_12/tipo2/cesar_3_tipo2.py,2
Dataset_1/tarea_12/original/cesar_1.py,Dataset_1/tarea_12/tipo3/cesar_1_tipo3.py,3
Dataset_1/tarea_12/original/cesar_2.py,Dataset_1/tarea_12/tipo3/cesar_2_tipo3.py,3
Dataset_1/tarea_12/original/cesar_3.py,Dataset_1/tarea_12/tipo3/cesar_3_tipo3.py,3
Dataset_1/tarea_13/original/cesar_1.py,Dataset_1/tarea_13/tipo2/cesar_1_tipo2.py,2
Dataset_1/tarea_13/original/cesar_2.py,Dataset_1/tarea_13/tipo2/cesar_2_tipo2.py,2
Dataset_1/tarea_13/original/cesar_3.py,Dataset_1/tarea_13/tipo2/cesar_3_tipo2.py,2
Dataset_1/tarea_13/original/cesar_1.py,Dataset_1/tarea_13/tipo3/cesar_1_tipo3.py,3
Dataset_1/tarea_13/original/cesar_2.py,Dataset_1/tarea_13/tipo3/cesar_2_tipo3.py,3
Dataset_1/tarea_13/original/cesar_3.py,Dataset_1/tarea_13/tipo3/cesar_3_tipo3.py,3
Dataset_1/tarea_14/original/cesar_1.py,Dataset_1/tarea_14/tipo2/cesar_1_tipo2.py,2
Dataset_1/tarea_14/original/cesar_2.py,Dataset_1/tarea_14/tipo2/cesar_2_tipo2.py,2
Dataset_1/tarea_14/original/cesar_3.py,Dataset_1/tarea_14/tipo2/cesar_3_tipo2.py,2
Dataset_1/tarea_14/original/cesar_1.py,Dataset_1/tarea_14/tipo3/cesar_1_tipo3.py,3
Dataset_1/tarea_14/original/cesar_2.py,Dataset_1/tarea_14/tipo3/cesar_2_tipo3.py,3
Dataset_1/tarea_14/original/cesar_3.py,Dataset_1/tarea_14/tipo3/cesar_3_tipo3.py,3
Dataset_1/tarea_15/original/cesar_1.py,Dataset_1/tarea_15/tipo2/cesar_1_tipo2.py,2
Dataset_1/tarea_15/original/cesar_2.py,Dataset_1/tarea_15/tipo2/cesar_2_tipo2.py,2
Dataset_1/tarea_15/original/cesar_3.py,Dataset_1/tarea_15/tipo2/cesar_3_tipo2.py,2
Dataset_1/tarea_15/original/cesar_1.py,Dataset_1/tarea_15/tipo3/cesar_1_tipo3.py,3
Dataset_1/tarea_15/original/cesar_2.py,Dataset_1/tarea_15/tipo3/cesar_2_tipo3.py,3
Dataset_1/tarea_15/original/cesar_3.py,Dataset_1/tarea_15/tipo3/cesar_3_tipo3.py,3
Dataset_1/tarea_16/original/cesar_1.py,Dataset_1/tarea_16/tipo2/cesar_1_tipo2.py,2
Dataset_1/tarea_16/original/cesar_2.py,Dataset_1/tarea_16/tipo2/cesar_2_tipo2.py,2
Dataset_1/tarea_16/original/cesar_3.py,Dataset_1/tarea_16/tipo2/cesar_3_tipo2.py,2
Dataset_1/tarea_16/original/cesar_1.py,Dataset_1/tarea_16/tipo3/cesar_1_tipo3.py,3
Dataset_1/tarea_16/original/cesar_2.py,Dataset_1/tarea_16/tipo3/cesar_2_tipo3.py,3
Dataset_1/tarea_16/original/cesar_3.py,Dataset_1/tarea_16/tipo3/cesar_3_tipo3.py,3
Dataset_1/tarea_17/original/cesar_1.py,Dataset_1/tarea_17/tipo2/cesar_1_tipo2.py,2
Dataset_1/tarea_17/original/cesar_2.py,Dataset_1/tarea_17/tipo2/cesar_2_tipo2.py,2
Dataset_1/tarea_17/original/cesar_3.py,Dataset_1/tarea_17/tipo2/cesar_3_tipo2.py,2
Dataset_1/tarea_17/original/cesar_1.py,Dataset_1/tarea_17/tipo3/cesar_1_tipo3.py,3
Dataset_1/tarea_17/original/cesar_2.py,Dataset_1/tarea_17/tipo3/cesar_2_tipo3.py,3
Dataset_1/tarea_17/original/cesar_3.py,Dataset_1/tarea_17/tipo3/cesar_3_tipo3.py,3
Dataset_1/tarea_18/original/cesar_1.py,Dataset_1/tarea_18/tipo2/cesar_1_tipo2.py,2
Dataset_1/tarea_18/original/cesar_2.py,Dataset_1/tarea_18/tipo2/cesar_2_tipo2.py,2
Dataset_1/tarea_18/original/cesar_3.py,Dataset_1/tarea_18/tipo2/cesar_3_tipo2.py,2
Dataset_1/tarea_18/original/cesar_1.py,Dataset_1/tarea_18/tipo3/cesar_1_tipo3.py,3
Dataset_1/tarea_18/original/cesar_2.py,Dataset_1/tarea_18/tipo3/cesar_2_tipo3.py,3
Dataset_1/tarea_18/original/cesar_3.py,Dataset_1/tarea_18/tipo3/cesar_3_tipo3.py,3
Dataset_1/tarea_19/original/cesar_1.py,Dataset_1/tarea_19/tipo2/cesar_1_tipo2.py,2
Dataset_1/tarea_19/original/cesar_2.py,Dataset_1/tarea_19/tipo2/cesar_2_tipo2.py,2
Dataset_1/tarea_19/original/cesar_3.py,Dataset_1/tarea_19/tipo2/cesar_3_tipo2.py,2
Dataset_1/tarea_19/original/cesar_1.py,Dataset_1/tarea_19/tipo3/cesar_1_tipo3.py,3
Dataset_1/tarea_19/original/cesar_2.py,Dataset_1/tarea_19/tipo3/cesar_2_tipo3.py,3
Dataset_1/tarea_19/original/cesar_3.py,Dataset_1/tarea_19/tipo3/cesar_3_tipo3.py,3
Dataset_1/tarea_2/original/mcm_mcd_1.py,Dataset_1/tarea_2/tipo2/mcm_mcd_1_tipo2.py,2
Dataset_1/tarea_2/original/mcm_mcd_2.py,Dataset_1/tarea_2/tipo2/mcm_mcd_2_tipo2.py,2
Dataset_1/tarea_2/original/mcm_mcd_3.py,Dataset_1/tarea_2/tipo2/mcm_mcd_3_tipo2.py,2
Dataset_1/tarea_2/original/mcm_mcd_1.py,Dataset_1/tarea_2/tipo3/mcm_mcd_1_tipo3.py,3
Dataset_1/tarea_2/original/mcm_mcd_2.py,Dataset_1/tarea_2/tipo3/mcm_mcd_2_tipo3.py,3
Dataset_1/tarea_2/original/mcm_mcd_3.py,Dataset_1/tarea_2/tipo3/mcm_mcd_3_tipo3.py,3
Dataset_1/tarea_20/original/cesar_1.py,Dataset_1/tarea_20/tipo2/cesar_1_tipo2.py,2
Dataset_1/tarea_20/original/cesar_2.py,Dataset_1/tarea_20/tipo2/cesar_2_tipo2.py,2
Dataset_1/tarea_20/original/cesar_3.py,Dataset_1/tarea_20/tipo2/cesar_3_tipo2.py,2
Dataset_1/tarea_20/original/cesar_1.py,Dataset_1/tarea_20/tipo3/cesar_1_tipo3.py,3
Dataset_1/tarea_20/original/cesar_2.py,Dataset_1/tarea_20/tipo3/cesar_2_tipo3.py,3
Dataset_1/tarea_20/original/cesar_3.py,Dataset_1/tarea_20/tipo3/cesar_3_tipo3.py,3
Dataset_1/tarea_3/original/ppt_1.py,Dataset_1/tarea_3/tipo2/ppt_1_tipo2.py,2
Dataset_1/tarea_3/original/ppt_2.py,Dataset_1/tarea_3/tipo2/ppt_2_tipo2.py,2
Dataset_1/tarea_3/original/ppt_3.py,Dataset_1/tarea_3/tipo2/ppt_3_tipo2.py,2
Dataset_1/tarea_3/original/ppt_1.py,Dataset_1/tarea_3/tipo3/ppt_1_tipo3.py,3
Dataset_1/tarea_3/original/ppt_2.py,Dataset_1/tarea_3/tipo3/ppt_2_tipo3.py,3
Dataset_1/tarea_3/original/ppt_3.py,Dataset_1/tarea_3/tipo3/ppt_3_tipo3.py,3
Dataset_1/tarea_4/original/temp_converter_1.py,Dataset_1/tarea_4/tipo2/temp_converter_1_tipo2.py,2
Dataset_1/tarea_4/original/temp_converter_2.py,Dataset_1/tarea_4/tipo2/temp_converter_2_tipo2.py,2
Dataset_1/tarea_4/original/temp_converter_3.py,Dataset_1/tarea_4/tipo2/temp_converter_3_tipo2.py,2
Dataset_1/tarea_4/original/temp_converter_1.py,Dataset_1/tarea_4/tipo3/temp_converter_1_tipo3.py,3
Dataset_1/tarea_4/original/temp_converter_2.py,Dataset_1/tarea_4/tipo3/temp_converter_2_tipo3.py,3
Dataset_1/tarea_4/original/temp_converter_3.py,Dataset_1/tarea_4/tipo3/temp_converter_3_tipo3.py,3
Dataset_1/tarea_5/original/password_validator_1.py,Dataset_1/tarea_5/tipo2/password_validator_1_tipo2.py,2
Dataset_1/tarea_5/original/password_validator_2.py,Dataset_1/tarea_5/tipo2/password_validator_2_tipo2.py,2
Dataset_1/tarea_5/original/password_validator_3.py,Dataset_1/tarea_5/tipo2/password_validator_3_tipo2.py,2
Dataset_1/tarea_5/original/password_validator_1.py,Dataset_1/tarea_5/tipo3/password_validator_1_tipo3.py,3
Dataset_1/tarea_5/original/password_validator_2.py,Dataset_1/tarea_5/tipo3/password_validator_2_tipo3.py,3
Dataset_1/tarea_5/original/password_validator_3.py,Dataset_1/tarea_5/tipo3/password_validator_3_tipo3.py,3
Dataset_1/tarea_6/original/bubble_sort_1.py,Dataset_1/tarea_6/tipo2/bubble_sort_1_tipo2.py,2
Dataset_1/tarea_6/original/bubble_sort_2.py,Dataset_1/tarea_6/tipo2/bubble_sort_2_tipo2.py,2
Dataset_1/tarea_6/original/bubble_sort_3.py,Dataset_1/tarea_6/tipo2/bubble_sort_3_tipo2.py,2
Dataset_1/tarea_6/original/bubble_sort_1.py,Dataset_1/tarea_6/tipo3/bubble_sort_1_tipo3.py,3
Dataset_1/tarea_6/original/bubble_sort_2.py,Dataset_1/tarea_6/tipo3/bubble_sort_2_tipo3.py,3
Dataset_1/tarea_6/original/bubble_sort_3.py,Dataset_1/tarea_6/tipo3/bubble_sort_3_tipo3.py,3
Dataset_1/tarea_7/original/blackjack_1.py,Dataset_1/tarea_7/tipo2/blackjack_1_tipo2.py,2
Dataset_1/tarea_7/original/blackjack_2.py,Dataset_1/tarea_7/tipo2/blackjack_2_tipo2.py,2
Dataset_1/tarea_7/original/blackjack_3.py,Dataset_1/tarea_7/tipo2/blackjack_3_tipo2.py,2
Dataset_1/tarea_7/original/blackjack_1.py,Dataset_1/tarea_7/tipo3/blackjack_1_tipo3.py,3
Dataset_1/tarea_7/original/blackjack_2.py,Dataset_1/tarea_7/tipo3/blackjack_2_tipo3.py,3
Dataset_1/tarea_7/original/blackjack_3.py,Dataset_1/tarea_7/tipo3/blackjack_3_tipo3.py,3
Dataset_1/tarea_8/original/dice_sim_1.py,Dataset_1/tarea_8/tipo2/dice_sim_1_tipo2.py,2
Dataset_1/tarea_8/original/dice_sim_2.py,Dataset_1/tarea_8/tipo2/dice_sim_2_tipo2.py,2
Dataset_1/tarea_8/original/dice_sim_3.py,Dataset_1/tarea_8/tipo2/dice_sim_3_tipo2.py,2
Dataset_1/tarea_8/original/dice_sim_1.py,Dataset_1/tarea_8/tipo3/dice_sim_1_tipo3.py,3
Dataset_1/tarea_8/original/dice_sim_2.py,Dataset_1/tarea_8/tipo3/dice_sim_2_tipo3.py,3
Dataset_1/tarea_8/original/dice_sim_3.py,Dataset_1/tarea_8/tipo3/dice_sim_3_tipo3.py,3
Dataset_1/tarea_9/original/notas_1.py,Dataset_1/tarea_9/tipo2/notas_1_tipo2.py,2
Dataset_1/tarea_9/original/notas_2.py,Dataset_1/tarea_9/tipo2/notas_2_tipo2.py,2
Dataset_1/tarea_9/original/notas_3.py,Dataset_1/tarea_9/tipo2/notas_3_tipo2.py,2
Dataset_1/tarea_9/original/notas_1.py,Dataset_1/tarea_9/tipo3/notas_1_tipo3.py,3
Dataset_1/tarea_9/original/notas_2.py,Dataset_1/tarea_9/tipo3/notas_2_tipo3.py,3
Dataset_1/tarea_9/original/notas_3.py,Dataset_1/tarea_9/tipo3/notas_3_tipo3.py,3
Dataset_1/tarea_10/original/cesar_1.py,Dataset_1/tarea_10/tipo1/cesar_1_copia.py,1
Dataset_1/tarea_10/original/cesar_2.py,Dataset_1/tarea_10/tipo1/cesar_2_copia.py,1
Dataset_1/tarea_10/original/cesar_3.py,Dataset_1/tarea_10/tipo1/cesar_3_copia.py,1
Dataset_1/tarea_12/original/cesar_2.py,Dataset_1/tarea_12/tipo1/cesar_2_copia.py,1
Dataset_1/tarea_12/original/cesar_3.py,Dataset_1/tarea_12/tipo1/cesar_3_copia.py,1
Dataset_1/tarea_12/original/cesar_1.py,Dataset_1/tarea_12/tipo1/cesar_1_copia.py,1
Dataset_1/tarea_13/original/cesar_1.py,Dataset_1/tarea_13/tipo1/cesar_1_copia.py,1
Dataset_1/tarea_13/original/cesar_2.py,Dataset_1/tarea_13/tipo1/cesar_2_copia.py,1
Dataset_1/tarea_13/original/cesar_3.py,Dataset_1/tarea_13/tipo1/cesar_3_copia.py,1
Dataset_1/tarea_14/original/cesar_1.py,Dataset_1/tarea_14/tipo1/cesar_1_copia.py,1
Dataset_1/tarea_14/original/cesar_2.py,Dataset_1/tarea_14/tipo1/cesar_2_copia.py,1
Dataset_1/tarea_14/original/cesar_3.py,Dataset_1/tarea_14/tipo1/cesar_3_copia.py,1
Dataset_1/tarea_15/original/cesar_1.py,Dataset_1/tarea_15/tipo1/cesar_1_copia.py,1
Dataset_1/tarea_15/original/cesar_2.py,Dataset_1/tarea_15/tipo1/cesar_2_copia.py,1
Dataset_1/tarea_15/original/cesar_3.py,Dataset_1/tarea_15/tipo1/cesar_3_copia.py,1
Dataset_1/tarea_16/original/cesar_1.py,Dataset_1/tarea_16/tipo1/cesar_1_copia.py,1
Dataset_1/tarea_16/original/cesar_2.py,Dataset_1/tarea_16/tipo1/cesar_2_copia.py,1
Dataset_1/tarea_16/original/cesar_3.py,Dataset_1/tarea_16/tipo1/cesar_3_copia.py,1
Dataset_1/tarea_17/original/cesar_1.py,Dataset_1/tarea_17/tipo1/cesar_1_copia.py,1
Dataset_1/tarea_17/original/cesar_2.py,Dataset_1/tarea_17/tipo1/cesar_2_copia.py,1
Dataset_1/tarea_17/original/cesar_3.py,Dataset_1/tarea_17/tipo1/cesar_3_copia.py,1
Dataset_1/tarea_18/original/cesar_1.py,Dataset_1/tarea_18/tipo1/cesar_1_copia.py,1
Dataset_1/tarea_18/original/cesar_2.py,Dataset_1/tarea_18/tipo1/cesar_2_copia.py,1
Dataset_1/tarea_18/original/cesar_3.py,Dataset_1/tarea_18/tipo1/cesar_3_copia.py,1
Dataset_1/tarea_19/original/cesar_1.py,Dataset_1/tarea_19/tipo1/cesar_1_copia.py,1
Dataset_1/tarea_19/original/cesar_2.py,Dataset_1/tarea_19/tipo1/cesar_2_copia.py,1
Dataset_1/tarea_19/original/cesar_3.py,Dataset_1/tarea_19/tipo1/cesar_3_copia.py,1
Dataset_1/tarea_20/original/cesar_1.py,Dataset_1/tarea_20/tipo1/cesar_1_copia.py,1
Dataset_1/tarea_20/original/cesar_2.py,Dataset_1/tarea_20/tipo1/cesar_2_copia.py,1
Dataset_1/tarea_20/original/cesar_3.py,Dataset_1/tarea_20/tipo1/cesar_3_copia.py,1
Dataset_1/tarea_2/original/mcm_mcd_1.py,Dataset_1/tarea_2/tipo1/mcm_mcd_1_copia.py,1
Dataset_1/tarea_2/original/mcm_mcd_2.py,Dataset_1/tarea_2/tipo1/mcm_mcd_2_copia.py,1
Dataset_1/tarea_2/original/mcm_mcd_3.py,Dataset_1/tarea_2/tipo1/mcm_mcd_3_copia.py,1
Dataset_1/tarea_3/original/ppt_1.py,Dataset_1/tarea_3/tipo1/ppt_1_copia.py,1
Dataset_1/tarea_3/original/ppt_2.py,Dataset_1/tarea_3/tipo1/ppt_2_copia.py,1
Dataset_1/tarea_3/original/ppt_3.py,Dataset_1/tarea_3/tipo1/ppt_3_copia.py,1
